m1 m2 m3 m4 m5 m6 m7 t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile
10 11 -848.176 -883.133 -762.226 -777.386 -784.168 1310 1311.68 1313.45 1324.3 1333 1338.36 1341.55 1344.49
12 20 -788.003 -818.304 -686.29 -806.576 -802.434 4092.76 4095.73 4100.35 4116.18 4130.77 4138.53 4142.52 4146.24
6 12 -757.912 -805.699 -760.527 -804.793 -823.842 4618.5 4621.92 4624.83 4637.09 4647.64 4659.69 4667.25 4675
13 9 -671.492 -695.52 -706.758 -762.273 -771.12 5227.6 5231.88 5236.33 5249.97 5261.79 5270.08 5273.96 5277.71
7 13 -742.46 -757.687 -530.492 -777.811 -781.798 6284.83 6289.89 6296.14 6305.75 6315.39 6326.81 6330.81 6334.81
7 8 -915.489 -884.249 -457.657 -604.799 -638.016 7255.02 7258.95 7262.87 7271.13 7277.56 7306.8 7311.67 7316.75
9 15 -884.675 -921.776 -644.284 -680.159 -696.061 283.948 284.793 285.826 299.765 311.729 316.232 319.706 323.239
7 10 -654.315 -703.192 8926.68 -393.501 -425.956 398.845 399.857 401.019 410.119 416.48 450.806 453.366 455.816
7 2 -754.307 -779.938 -561.025 -611.458 -655.623 581.119 582.386 583.346 588.978 593.332 598.4 602.307 606.43
8 7 -710.545 -780.252 -687.833 -787.497 -792.07 1108.69 1110.55 1112.49 1121.37 1127.89 1132.8 1135.99 1139.22
11 12 -668.792 -732.749 -574.451 -588.126 -602.809 1261.8 1263.53 1265.53 1276.64 1285.23 1293.47 1297.83 1302.16
13 2 -584.406 -652.885 -599.097 -670.523 -671.123 1844 1846.22 1848.26 1853.91 1858.55 1865.97 1870.68 1875.63
9 12 -722.793 -753.355 -720.148 -763.042 -766.625 2991.86 2995.07 2998.3 3009.91 3019.55 3026.42 3029.46 3032.65
13 6 -870.218 -910.288 -133.69 -523.615 -554.74 4331.89 4335.02 4338.16 4347.28 4355.07 4378.28 4380.92 4383.76
11 12 -829.276 -814.751 -736.992 -823.058 -858.728 4383.83 4387.02 4390.5 4405.74 4418.54 4427 4432.65 4437.77
7 2 -788.214 -796.148 -661.426 -676.75 -684.867 5055.94 5059.95 5063.79 5071.38 5078.8 5085.64 5088.62 5091.73
2 17 -833.951 -863.583 -661.838 -682.92 -688.611 6306.1 6310.41 6315.35 6330.67 6343.88 6353.14 6358.03 6362.85
10 19 -939.618 -966.86 -690.224 -723.625 -732.232 10007.8 10012.4 10017.1 10033 10047.6 10064.4 10070.1 10076.1
13 11 -752.847 -806.884 -658.159 -670.552 -699.846 121.18 121.736 122.483 137.526 151.645 155.074 158.28 161.501
4 6 -691.706 -786.609 -573.619 -628.811 -715.955 270.821 271.602 272.111 280.961 287.369 293.701 299.558 305.51
10 8 -818.787 -837.204 -598.546 -665.311 -659.295 668.851 670.175 671.616 680.126 686.542 692.858 697.957 702.906
9 1 -679.317 -688.294 -613.787 -642.886 -662.093 4040.94 4044.23 4048.63 4053.99 4057.79 4074.92 4084.25 4092.8
7 7 -611.914 -684.221 17331.1 -290.36 -479.68 7485.21 7489.48 7493.68 7502.21 7508.92 7544.36 7546.38 7548.01
13 9 -695.62 -730.084 -621.229 -659.29 -675.417 251.528 252.351 253.005 263.963 274.426 279.62 283.503 287.425
16 6 -724.81 -748.536 1.13188e+06 -407.429 -553.23 654.097 655.498 656.948 667.468 676.975 729.36 742.814 749.348
12 11 -717.075 -780.921 2852.99 -523.159 -568.37 1679.32 1681.92 1684.77 1698.13 1709.82 1751.19 1755.19 1759.48
15 8 -788.965 -791.878 -684.681 -713.647 -719.981 2292.2 2294.78 2298.04 2307.77 2316.08 2326.23 2331.58 2336.36
12 9 -673.361 -679.284 -736.504 -734.04 -750.674 2567.97 2570.34 2572.55 2580.7 2586.72 2591.88 2595.34 2598.78
13 11 -659.586 -707.66 6676.1 -475.58 -505.505 4089.87 4093.43 4098.56 4110.64 4120.79 4155.94 4159.96 4164.19
17 6 -755.772 -790.138 -530.503 -562.912 -598.571 5326.5 5331.07 5335.53 5342.36 5347.92 5356.89 5361.88 5366.58
14 15 -887.573 -945.54 -723.265 -729.334 -726.93 5864.03 5868.89 5873.66 5892.75 5910.82 5921.44 5925.13 5928.73
6 1 -583.01 -612.625 -670.705 -778.252 -824.541 6425.33 6429.55 6432.99 6440.8 6447.05 6466.14 6479.52 6492.6
12 13 -697.528 -808.217 373934 -471.588 -478.425 6901.27 6906.28 6911.52 6933.51 6951.33 6984.08 6989.54 6993.11
12 7 -830.459 -889.922 -676.878 -707.501 -707.527 9954.75 9960.07 9966.08 9975.09 9983.4 9996.49 10002 10007.6
7 13 -749.87 -830.092 -736.959 -755.063 -767.592 21.3843 21.6569 21.9626 34.7169 47.2009 55.9737 64.4154 72.6386
11 9 -822.758 -875.973 -760.187 -775.564 -773.779 526.417 527.596 529.06 540.032 549.929 555.281 559.278 563.471
12 4 -689.393 -712.738 -643.869 -769.204 -756.496 1183.62 1185.54 1187.02 1195.49 1202.57 1207.56 1211.22 1215.57
8 9 -778.266 -846.622 -401.404 -676.808 -701.232 2938.63 2942.02 2945.8 2955.89 2964.16 3000.5 3008.86 3016.81
6 10 -739.83 -794.644 -669.703 -705.477 -711.77 3062.2 3065.28 3067.92 3076.76 3084.53 3094.57 3101.67 3108.31
9 10 -820.094 -847.992 -736.077 -781.686 -785.009 3172.55 3175.68 3178.6 3192.58 3204.55 3212.34 3217.31 3221.99
14 1 -599.568 -662.294 -736.472 -839.414 -845.002 3872.68 3876.62 3880.18 3886.23 3892.31 3914.53 3930.19 3946.62
3 2 -665.9 -696.9 -732.052 -732.24 -749.706 5309.37 5313.78 5317.76 5324.56 5329.85 5339.78 5344.16 5348.91
15 1 -620.087 -641.269 -605.666 -632.153 -621.883 9440.62 9445.83 9451.81 9458.82 9464.92 9474.94 9479.29 9483.75
6 21 -857.424 -887.278 -620.429 -645.971 -645.598 0.814497 0.963626 1.12055 17.724 33.7081 36.9787 41.2168 45.4052
14 17 -728.361 -769.652 634521 -669.306 -720.513 59.524 59.8313 60.1297 78.23 96.8157 126.135 147.937 163.348
10 14 -801.333 -821.009 -638.937 -681.314 -684.713 166.913 167.282 167.613 180.374 191.215 195.259 199.771 204.453
7 11 -743.789 -764.35 243754 -282.197 -477.573 298.927 299.794 300.762 311.395 320.239 355.911 372.96 377.762
10 4 -735.58 -779.788 1.08191e+06 450008 -590.903 1257.47 1259.41 1261.61 1269.55 1276.11 1314.49 1331.51 1344.41
7 10 -726.911 -763.661 -768.239 -797.871 -796.506 1832.57 1834.8 1837.38 1849.55 1859.44 1868.18 1875.56 1881.85
14 9 -753.112 -792.886 -647.055 -701.805 -696.417 2766.47 2769.29 2772.58 2783.24 2793.24 2805.87 2810.69 2815.05
10 9 -754.15 -760.102 -645.043 -695.88 -705.063 6712.4 6717.11 6721.72 6733.17 6742.76 6753.21 6758.9 6763.71
6 21 -751.069 -879.889 -593.408 -596.866 -601.225 7055.83 7060.33 7065.82 7087.15 7105.4 7116.26 7120.43 7124.65
15 11 -785.211 -849.988 -744.394 -742.961 -743.657 7240.4 7245.51 7249.19 7266.97 7286.05 7296.49 7301.19 7305.9
17 21 -733.739 -748.349 -774.763 -714.541 -726.661 193.157 194.028 194.981 217.43 236.575 242.72 250.506 260.949
11 16 -726.123 -762.779 -730.106 -735.075 -751.075 974.492 976.228 977.814 995.514 1011.45 1020.12 1026.2 1032.53
15 2 -575.395 -622.443 -847.668 -872.123 -882.668 1427.6 1429.47 1431.87 1438.75 1444.07 1457.27 1465.68 1474.52
11 15 -815.3 -871.487 -599.48 -613.547 -707.583 1961.33 1963.46 1965.21 1982.41 1997.6 2006.2 2010.56 2014.62
5 16 -753.658 -802.542 -749.045 -761.088 -755.938 2191.18 2193.42 2195.63 2211.67 2224.94 2234.93 2238.33 2241.31
14 12 -787.148 -856.868 -647.279 -646.752 -649.701 3121.35 3124.5 3127.83 3140.65 3154.07 3159.98 3163.6 3166.89
4 5 -734.598 -723.506 -463.255 -524.238 -551.618 3520.77 3523.91 3527.12 3534.1 3539.76 3560.85 3564.23 3568.19
5 7 -679.148 -691.71 -578.609 -807.144 -704.775 5003.5 5007.29 5011.93 5021.05 5028.05 5052.68 5058.32 5064.24
10 1 -716.047 -724.52 -664.391 -683.451 -681.617 5075.38 5078.78 5082.57 5087.93 5092.16 5107.97 5113.18 5118.29
14 16 -819.692 -856.797 -629.664 -710.251 -708.677 5122.33 5126.39 5130.84 5145.01 5158.63 5169 5173.57 5178.14
9 14 -751.31 -800.183 -855.401 -874.729 -875.979 5258.72 5262.31 5267.64 5282.69 5296.7 5304.28 5308.03 5311.75
15 10 -777.935 -811.26 -703.441 -722.3 -802.042 9104.5 9108.75 9113.35 9128.37 9141.89 9153.28 9158.68 9163.58
12 18 -796.17 -875.436 -630.405 -685.723 -694.171 9195.63 9200.16 9204.47 9224.38 9243.31 9255.32 9260.16 9264.66
11 9 -825.952 -903.742 -694.655 -796.006 -789.652 54.8831 55.2729 55.8974 66.3008 73.876 82.6231 89.143 95.4613
9 13 -784.225 -786.79 -813.975 -882.597 -882.029 280.904 281.645 282.81 302.797 320.72 327.786 335.919 344.019
15 9 -762.254 -864.425 -587.969 -623.849 -627.547 1366.26 1368.05 1370.46 1382.56 1394.01 1399 1402.11 1405.51
12 7 -773.358 -769.018 -799.816 -801.276 -800.821 1412.41 1414.24 1416.35 1425.51 1433.92 1438.93 1441.98 1445.3
11 7 -820.871 -812.587 -558.549 -562.866 -565.576 1529.36 1531.18 1533.37 1543.98 1553.37 1558.52 1561.31 1564.3
9 9 -710.811 -805.441 131127 -423.393 -462.226 2618.34 2620.67 2622.89 2631.58 2639.76 2676.51 2680.69 2683.42
12 19 -799.672 -833.798 -632.168 -807.315 -794.105 2920.24 2923.32 2926.09 2945.31 2964.19 2987.79 2995.46 3002.81
17 12 -603.38 -654.349 464394 141688 1579.16 4426.64 4429.75 4432.6 4442.87 4451.38 4505.54 4530.45 4536.46
12 2 -680.345 -790.763 -676.763 -675.857 -677.174 8950.21 8955.09 8959.58 8965.38 8969.92 8981.42 8984.55 8988.13
6 8 -762.756 -801.863 -674.217 -740.612 -778.035 9799.38 9804.62 9809.3 9821.61 9832.26 9848.03 9858.26 9869.9
13 14 -671.271 -730.977 -649.855 -757.25 -761.28 38.6169 38.9609 39.3833 53.076 67.0122 74.0614 79.62 84.7258
8 13 -730.21 -748.73 -767.495 -807.421 -850.63 2582.5 2585.38 2588.93 2601.92 2614.58 2629.81 2636.26 2643.16
14 17 -765.69 -800.135 -664.549 -709.857 -728.315 3095.46 3098.53 3101.31 3114.49 3126.73 3151.3 3154.51 3157.27
14 6 -823.042 -870.723 -678.105 -652.115 -697.357 3846.47 3849.66 3853.24 3862.99 3870.54 3876.98 3880.1 3882.89
10 3 -764.259 -776.517 -595.01 -606.95 -620.114 6799.84 6803.56 6807.27 6813.51 6817.44 6828.84 6833.5 6837.73
6 6 -663.087 -723.994 34225.9 -517.155 -557.287 162.943 163.532 164.255 173.111 181.229 213.938 218.352 223.259
7 7 -728.333 -754.175 507015 -701.272 -844.328 371.383 372.289 373.346 384.144 394.851 428.923 436.539 442.595
6 1 -702.624 -652.215 -612.433 -649.985 -666.271 1594.57 1596.26 1598.41 1605.25 1611.25 1624.62 1632.12 1639.33
12 15 -820.204 -848.827 321810 9117.87 -597.973 1816.54 1818.87 1821.55 1837.35 1851.43 1902.52 1910.93 1916.05
8 8 -764.912 -766.626 231699 -395.896 -480.101 2052.57 2054.72 2056.95 2068 2077.92 2112.7 2116.81 2120.5
9 7 -777.404 -864.096 -617.809 -784.525 -784.762 3820.44 3823.81 3827.13 3836.39 3844.24 3853.48 3858.94 3864.16
15 14 -783.417 -857.358 -710.227 -711.091 -712.299 4941.29 4944.84 4948.07 4961.88 4975.5 4982.07 4985.21 4988.04
9 15 -748.525 -787.182 -615.526 -601.664 -621.021 409.509 410.468 411.599 426.173 438.534 441.955 444.362 447.142
12 15 -882.097 -879.041 -551.081 -658.79 -668.123 527.242 528.29 529.324 543.12 556.814 568.628 573.472 578.357
5 9 -635.228 -735.992 -658.024 -657.832 -646.452 1405.26 1406.92 1408.45 1418.56 1427.21 1434.02 1437.83 1441.61
15 6 -762.243 -787.664 -755.629 -770.46 -768.413 3562.82 3566.24 3569.57 3577.38 3585.02 3594.11 3600.46 3606
7 2 -584.96 -688.319 2652.24 -651.805 -728.809 3966.46 3969.62 3972.51 3980.01 3984.6 4025.24 4030.4 4035.65
7 10 -831.252 -855.263 -619.263 -623.384 -633.513 4413.32 4416.76 4419.35 4428.56 4437.14 4444.2 4447.92 4451.62
11 3 -723.688 -752.012 222519 -163.107 -415.744 4592.43 4596.02 4599.68 4607.08 4615.14 4645.63 4651.46 4653.96
8 18 -793.255 -860.677 -804.699 -827.652 -806.067 5063.43 5066.82 5070.07 5084.62 5098.79 5116.9 5129.58 5141.81
7 4 -798.082 -869.014 -485.294 -594.57 -668.592 5211.38 5214.71 5218.24 5229.93 5241.97 5249.88 5253.76 5257.64
15 20 -823.419 -868.366 -592.2 -673.19 -679.957 5286.4 5289.79 5293.25 5316.12 5337.9 5349.55 5356.39 5362.85
6 11 -663.702 -712.186 -681.152 -695.239 -681.002 6922.09 6926.68 6931.33 6942.66 6952.87 6960.54 6963.71 6967.33
10 23 -858.503 -872.193 -788.895 -850.77 -846.058 9551.42 9556.83 9563.36 9585.56 9607.31 9624.99 9634.39 9643.77
7 6 -699.484 -746.744 -702.113 -724.53 -779.93 0.772187 0.920814 1.08583 9.65565 18.1491 21.5224 25.2205 30.4972
9 18 -825.41 -868.987 9056 -651.1 -687.76 40.2163 40.439 40.6589 53.4321 64.0909 100.422 106.052 111.522
9 4 -690.765 -708.384 -662.755 -699.138 -734.779 190.095 190.57 191.016 196.744 201.669 209.199 216.016 222.909
9 7 -647.779 -651.891 -752.63 -773.652 -789.754 298.054 298.706 299.564 308.228 315.247 318.654 321.517 324.282
16 4 -679.586 -733.509 -635.666 -701.879 -702.253 330.415 331.214 332.209 337.047 340.584 343.97 347.229 350.653
7 2 -703.462 -744.906 -582.765 -625.839 -630.198 614.111 615.146 616.358 624.114 629.506 634.322 637.629 641.078
6 7 -736.879 -733.912 719922 -243.931 -441.208 1198.82 1200.37 1201.62 1210.76 1219.35 1258.32 1276.8 1280.43
13 1 -701.034 -718.407 -629.823 -633.175 -699.486 1353.34 1354.97 1356.64 1363.99 1370.58 1382.3 1386.93 1391.3
18 11 -753.2 -801.363 -546.973 -697.764 -746.034 1923.51 1925.93 1929.2 1941.1 1952.18 1992.61 1997.78 2003.16
7 18 -928.756 -1010.63 -788.881 -774.735 -791.645 2705.4 2707.95 2709.75 2726.42 2744.21 2750.43 2753.55 2756.98
13 10 -689.031 -719.979 91206.3 -530.937 -594.376 4805 4808.15 4812.62 4821.47 4829.66 4878.17 4886.12 4889.3
17 1 -659.617 -699.679 -583.276 -636.82 -642.264 5224.42 5228.07 5231.56 5236.42 5240.23 5247.73 5251.39 5255.2
17 11 -765.108 -804.879 -664.497 -795.919 -808.224 6017.41 6021.8 6026.09 6035.83 6043.33 6061.88 6072.31 6083.08
8 13 -708.905 -782.67 -447.821 137.105 -694.673 7569.32 7573.61 7578.96 7590.22 7600.77 7619.98 7624.49 7629.7
5 6 -704.033 -723.995 -659.718 -662.284 -664.222 28.4043 28.7452 29.1637 37.9841 46.7312 49.373 52.3984 55.2262
10 21 -858.896 -890.641 -622.029 -648.001 -671.993 167.38 168.065 169.102 189.42 208.21 222.878 229.96 236.719
1 10 -821.557 -830.125 760982 83353.9 -504.327 316.543 317.315 317.993 327.441 335.046 371.273 385.96 389.44
13 7 -749.293 -806.575 -884.536 -909.363 -924.741 682.557 683.759 684.969 694.447 703.258 707.335 710.342 713.2
6 17 -875.069 -898.104 -638.308 -648.613 -653.609 807.139 808.577 810.258 828.42 844.466 849.561 853.074 856.435
19 14 -833.776 -890.983 -748.795 -732.623 -761.149 1021.61 1023.39 1025.58 1036.17 1044.94 1053.33 1062 1070.98
8 17 -870.247 -912.964 -874.547 -943.025 -942.904 1074.26 1075.89 1077.49 1091.72 1104.05 1115.32 1122.49 1128.88
12 12 -767.1 -828.084 -781.638 -833.369 -842.261 3042.74 3045.67 3048.13 3061.99 3074.05 3090.28 3101.25 3110.56
7 7 -810.957 -816.404 -638.579 -645.969 -649.18 3669.03 3671.67 3674.38 3685.89 3696.13 3702.32 3705.36 3708.46
12 5 -761.619 -752.349 -611.717 -687.865 -700.657 3854.9 3857.94 3861.4 3867.68 3873.13 3880.06 3883.31 3887.3
15 1 -646.184 -647.317 -636.912 -648.273 -648.595 6183.42 6187.39 6191.18 6197.74 6202.85 6210.75 6214.38 6218.2
7 21 -774.069 -853.03 3688.35 -552.594 -530.925 7620 7624.71 7629.29 7653.71 7676.83 7698.85 7702.37 7705.55
15 8 -649.888 -665.483 -688.317 -750.664 -749.529 1240.94 1242.68 1244.56 1251.82 1257.97 1264.69 1272.42 1280.62
17 19 -772.855 -887.044 -720.542 -740.177 -737.072 3144.65 3147.61 3150.67 3172.63 3190.23 3196.78 3199.89 3202.98
15 7 -723.569 -772.893 -682.483 -702.105 -696.992 3865.95 3869.09 3871.59 3879.27 3885.37 3892.14 3896.06 3899.58
18 8 -753.066 -823.009 -691.009 -793.48 -773.857 4074.18 4077.88 4081.91 4091.99 4100.47 4115.99 4127.95 4140.31
13 2 -666.935 -698.237 123.515 -675.401 -681.755 11.5681 11.8101 12.038 18.3025 24.0385 55.8244 61.0396 65.4743
14 8 -670.836 -710.652 -743.663 -804.976 -844.544 650.616 652.089 653.205 663.442 671.862 695.371 706.376 716.448
14 14 -799.17 -823.814 -849.347 -993.815 -981.642 955.529 957.011 958.512 970.584 982.501 1023.15 1046.34 1068.97
5 13 -742.698 -727.495 -513.259 -780.091 -830.653 1562.15 1564.03 1565.62 1584.08 1600.54 1618.19 1623.12 1628.75
12 12 -720.675 -814.507 -592.037 -598.652 -599.333 5430.81 5434.84 5438.74 5453.83 5467.53 5477.39 5481.18 5485.07
8 10 -657.783 -718.819 -519.371 -580.265 -628.444 8205.41 8210.94 8216.01 8226.7 8236 8245.13 8247.72 8251.08
6 2 -707.797 -739.739 -662.013 -659.255 -664.054 8628.69 8632.96 8637.68 8642.15 8645.69 8652.3 8655.64 8658.81
14 14 -864.974 -948.187 -872.12 -1114.52 -1170.7 45.398 45.7487 46.189 60.0512 72.3146 116.798 149.054 179.699
12 9 -740.818 -771.832 -753.043 -768.948 -761.409 186.555 187.011 187.686 198.182 208.614 215.034 220.2 225.157
8 21 -875.781 -939.422 -663.376 -693.407 -705.704 266.274 266.745 267.291 285.907 304.221 309.061 313.609 318.592
16 21 -781.633 -838.655 -622.28 -634.662 -634.603 356.023 356.583 357.097 379.542 399.595 404.605 408.317 412.188
10 22 -763.441 -807.521 -453.38 -539.454 -548.148 552.442 553.35 554.075 572.919 590.465 604.192 607.169 610.055
11 24 -855.852 -876.79 -394.533 -789.395 -857.714 830.196 831.663 832.785 856.835 876.306 903.345 922.941 942.865
15 15 -748.897 -734.544 809472 6344.12 -540.982 1464.13 1466.06 1467.61 1485.26 1503.01 1531.91 1556.46 1559.95
6 15 -849.17 -887.642 -656 -658.06 -659.994 2718.12 2720.51 2723.21 2739.67 2755.62 2762.98 2766.59 2770.41
9 15 -694.595 -808.658 -470.823 -635.875 -753.745 4984.56 4988.14 4991.58 5004.93 5017.12 5026.2 5029.65 5033.14
17 15 -822.535 -826.993 -567.988 -690.725 -752.12 7972.21 7976.73 7980.97 7997.67 8013.41 8034.18 8040.51 8046.28
11 1 -632.647 -632.208 -612.17 -613.356 -628.157 8532.93 8538.48 8543.96 8550.71 8556.33 8568.17 8571.64 8575.63
7 13 -806.744 -832.133 -527.063 -588.497 -653.525 9938.7 9944 9948.71 9961.21 9973.57 10011.6 10015.3 10019.2
8 9 -833.766 -830.585 -748.547 -807.771 -864.817 472.456 473.637 475.095 486.385 497.519 503.507 507.104 510.96
17 11 -774.558 -797.739 -410.412 -572.664 -711.929 1066.2 1068.03 1070.31 1082.94 1093.65 1123.46 1126.51 1129.8
11 4 -652.826 -673.451 195130 -682.615 -785.966 2693.92 2696.84 2700.08 2705.98 2710.73 2743.08 2751.69 2756.68
9 7 -687.375 -770.262 -744.943 -798.162 -790.024 6307.28 6311.32 6316.44 6324.1 6331.11 6350.08 6359.14 6366.8
10 25 -855.904 -904.929 -547.434 -609.027 -741.3 6453.67 6457.37 6461.27 6483.23 6504.7 6513.08 6517.05 6523.66
10 13 -724.257 -760.005 -795.959 -799.226 -800.369 0.429886 0.562281 0.704006 12.1994 23.7388 35.3573 43.0185 50.8661
8 15 -743.353 -817.952 -487.032 -574.995 -649.449 73.8761 74.1601 74.4287 87.0868 98.9833 115.157 119.013 122.916
13 2 -718.477 -733.132 -698.913 -714.168 -741.346 214.041 214.613 214.994 219.914 224.51 227.76 231 233.997
7 11 -803.58 -785.802 -567.041 -669.64 -700.213 2026.19 2028.3 2030.59 2041.11 2050.38 2060.47 2064.87 2069.09
9 11 -718.248 -759.961 -726.329 -756.179 -838.712 6793.3 6797.47 6801.94 6812.12 6820.15 6832.12 6838.44 6843.91
10 2 -677.179 -737.143 -658.48 -720.729 -730.109 6952.13 6956.95 6961.47 6968.19 6973.49 6991.67 6996.69 7002.44
8 1 -598.624 -681.506 -628.95 -739.023 -738.75 8695.1 8700.08 8705.19 8712.92 8719.77 8728.86 8732.4 8735.97
13 15 -814.491 -822.312 -573.622 -672.788 -691.205 40.5613 40.8812 41.191 59.1994 76.7417 84.0947 89.4405 94.6716
11 22 -776.499 -801.448 -663.794 -706.121 -692.387 128.154 128.686 129.16 148.663 166.641 173.435 177.421 181.584
7 14 -786.058 -859.21 -632.892 -639.743 -641.783 281.69 282.382 282.917 295.382 307.332 312.487 315.991 319.238
14 6 -545.834 -591.981 81736.2 -429.751 -489.96 801.244 802.647 804.167 811.124 816.799 843.884 846.645 849.586
5 9 -720.479 -792.996 -646.728 -671.269 -673.209 961.231 962.571 963.718 972.9 978.14 982.899 987.218 991.741
6 5 -689.77 -693.198 -658.126 -721.279 -718.658 1912.55 1914.85 1917.54 1924.35 1929.38 1943.58 1949.3 1954.33
7 3 -701.01 -768.129 -683.677 -689.671 -684.476 1980.45 1983.2 1986.05 1995.1 2001.67 2007.22 2010.21 2013.31
12 7 -789.661 -797.021 -535.889 -539.424 -539.396 3132.11 3135.3 3138.81 3146.18 3152.13 3158.25 3161.13 3164.29
10 13 -729.779 -758.646 22047.9 -670.196 -719.662 4570.73 4574.41 4577.28 4592.22 4605.58 4634.65 4637.69 4640.76
7 9 -643.619 -745.324 -822.533 -886.978 -919.639 5529.14 5532.6 5536.21 5545.84 5553.81 5573.46 5584.98 5596.26
11 17 -788.02 -778.072 -429.027 -653.937 -686.695 6207.45 6210.95 6214.8 6228.44 6239.72 6261.21 6264.64 6267.83
15 6 -767.329 -757.491 -571.223 -574.002 -586.817 6414.43 6418.59 6422.31 6432.49 6442.07 6449.73 6452.99 6456.08
12 21 -758.988 -831.763 149378 700958 145905 8909.25 8914.08 8919.62 8938.17 8955.82 8989.93 9006.43 9033.92
16 9 -800.304 -799.773 -587.168 -593.785 -630.34 108.631 109.15 109.795 118.099 126.459 130.407 133.498 136.848
8 9 -785.815 -809.091 -18.715 -415.266 -496.488 623.179 624.664 626.253 636.147 644.118 667.486 670.481 673.712
6 20 -807.541 -838.262 -727.827 -780.464 -782.671 4036.64 4039.76 4043.08 4060.37 4074.82 4082.35 4085.81 4089.17
18 4 -771.515 -768.098 -712.349 -742.827 -743.31 4191.01 4194.63 4197.68 4204.94 4210.17 4218.71 4222.32 4225.67
7 6 -749.043 -749.161 -573.033 -703.547 -693.259 5171.25 5174.73 5178.02 5188.27 5196.84 5210 5214.67 5219.16
7 1 -571 -564.543 -703.36 -798.656 -816.387 5227.16 5231.11 5234.98 5241.17 5245.49 5256.54 5261.98 5267.02
16 2 -716.066 -754.508 -711.188 -757.007 -778.583 6175.49 6179.6 6183.59 6191.25 6197 6207.71 6212.69 6217.36
13 6 -657.088 -675.926 -691.56 -834.624 -846.066 8691.95 8697.35 8703 8712.6 8720.66 8735.01 8742.02 8749.42
9 4 -811.466 -816.377 -779.858 -836.354 -859.519 9955.18 9959.94 9965.75 9971.43 9976.05 9988.73 9996.64 10004.7
14 13 -737.93 -754.761 -507.279 -219.421 -503.679 2.33263 2.48391 2.65148 14.721 26.1605 32.1849 34.9191 37.6821
6 13 -855.458 -798.277 -709.775 -749.314 -749.712 594.528 595.764 596.937 612.807 628.739 634.03 637.605 640.739
14 2 -795.108 -800.997 161960 95330 -462.077 1331.9 1333.77 1335.72 1342.25 1347.68 1379.88 1404.6 1411.6
6 13 -837.163 -850.643 -705.672 -763.914 -780.262 1507.44 1509.29 1511.31 1523.52 1534.45 1542.51 1547.47 1552.33
9 13 -733.347 -787.85 -594.144 -664.704 -694.776 1937.69 1940.28 1943.37 1956.07 1967.63 1973.27 1977.15 1980.88
13 8 -784.021 -818.049 -536.661 -573.836 -595.947 2474.44 2476.71 2478.75 2487.58 2495.21 2507.79 2513.37 2518.42
13 10 -777.882 -782.794 -722.889 -739.438 -764.274 3445.22 3448.73 3452.04 3462.82 3473.13 3481.72 3485.73 3490.09
5 17 -881.223 -1045.9 282246 -383.033 -508.194 9756.79 9761.7 9766.65 9781.07 9794.73 9835.59 9839.43 9842.29
12 9 -837.454 -845.198 -676.953 -738.415 -748.783 2.17837 2.33204 2.51083 13.4857 22.9346 34.7522 39.4181 44.3801
10 13 -803.01 -810.062 -602.399 -614.324 -616.269 440.268 441.206 441.996 454.787 465.884 469.061 471.724 474.845
